date,synthetic-demo-account-0042,synthetic-demo-account-0042__upper_bound,known_total_usd,upper_bound_total_usd,combined_usd_value,over_10000,possibly_over_10000
2025-12-04,2742.724493,2742.724493,2742.724493,2742.724493,2742.724493,False,False
2025-12-05,2742.724493,2742.724493,2742.724493,2742.724493,2742.724493,False,False
2025-12-06,2742.724493,2742.724493,2742.724493,2742.724493,2742.724493,False,False
2025-12-07,2742.724493,2742.724493,2742.724493,2742.724493,2742.724493,False,False
2025-12-08,2742.724493,2742.724493,2742.724493,2742.724493,2742.724493,False,False
2025-12-09,2742.724493,2742.724493,2742.724493,2742.724493,2742.724493,False,False
2025-12-10,2742.724493,2742.724493,2742.724493,2742.724493,2742.724493,False,False
2025-12-11,2742.724493,2742.724493,2742.724493,2742.724493,2742.724493,False,False
2025-12-12,2742.724493,2742.724493,2742.724493,2742.724493,2742.724493,False,False
2025-12-13,2742.724493,2742.724493,2742.724493,2742.724493,2742.724493,False,False
2025-12-14,2742.724493,2742.724493,2742.724493,2742.724493,2742.724493,False,False
2025-12-15,2742.724493,2742.724493,2742.724493,2742.724493,2742.724493,False,False
2025-12-16,2742.724493,2742.724493,2742.724493,2742.724493,2742.724493,False,False
2025-12-17,2742.724493,2742.724493,2742.724493,2742.724493,2742.724493,False,False
2025-12-18,2742.724493,2742.724493,2742.724493,2742.724493,2742.724493,False,False
2025-12-19,2742.724493,2742.724493,2742.724493,2742.724493,2742.724493,False,False
2025-12-20,2742.724493,2742.724493,2742.724493,2742.724493,2742.724493,False,False
2025-12-21,2742.724493,2742.724493,2742.724493,2742.724493,2742.724493,False,False
2025-12-22,2742.724493,2742.724493,2742.724493,2742.724493,2742.724493,False,False
2025-12-23,2742.724493,2742.724493,2742.724493,2742.724493,2742.724493,False,False
2025-12-24,2742.724493,2742.724493,2742.724493,2742.724493,2742.724493,False,False
2025-12-25,2742.724493,2742.724493,2742.724493,2742.724493,2742.724493,False,False
2025-12-26,2742.724493,2742.724493,2742.724493,2742.724493,2742.724493,False,False
2025-12-27,2742.724493,2742.724493,2742.724493,2742.724493,2742.724493,False,False
2025-12-28,2742.724493,2742.724493,2742.724493,2742.724493,2742.724493,False,False
2025-12-29,2742.724493,2742.724493,2742.724493,2742.724493,2742.724493,False,False
2025-12-30,2742.724493,2742.724493,2742.724493,2742.724493,2742.724493,False,False
2025-12-31,2716.224739,2716.224739,2716.224739,2716.224739,2716.224739,False,False
